Sec,Ah,V,A,S,D 
5.37,18.0,60.77,0.0,0.0,0.0
5.59,20.0,65.77,0.0,0.0,0.0
5.79,12.0,67.77,0.0,0.0,0.0
5.99,12.0,67.77,0.0,0.0,0.0
6.2,14.0,60.77,0.0,0.0,0.0
6.4,14.0,68.77,0.0,0.0,0.0
6.62,12.0,63.77,0.0,0.0,0.0
6.83,6.0,59.77,0.0,0.0,0.0
7.05,16.0,64.77,0.0,0.0,0.0
7.25,20.0,63.77,0.0,0.0,0.0
7.46,10.0,65.77,0.0,0.0,0.0
7.66,8.0,65.77,0.0,0.0,0.0
7.88,11.0,60.77,0.0,0.0,0.0
8.08,6.0,65.77,0.0,0.0,0.0
8.28,17.0,58.77,0.0,0.0,0.0
8.5,16.0,68.77,0.0,0.0,0.0
8.71,11.0,60.77,0.0,0.0,0.0
8.92,6.0,59.77,0.0,0.0,0.0
9.12,8.0,66.77,0.0,0.0,0.0
9.34,21.0,61.77,0.0,0.0,0.0
9.55,5.0,61.77,0.0,0.0,0.0
9.75,21.0,64.77,0.0,0.0,0.0
9.95,13.0,61.77,0.0,0.0,0.0
10.16,11.0,61.77,0.0,0.0,0.0
10.36,15.0,68.77,0.0,0.0,0.0
10.58,12.0,65.77,0.0,0.0,0.0
10.78,18.0,60.77,0.0,0.0,0.0
10.99,20.0,61.77,0.0,0.0,0.0
11.2,14.0,68.77,0.0,0.0,0.0
11.4,8.0,61.77,0.0,0.0,0.0
11.61,12.0,63.77,0.0,0.0,0.0
11.81,14.0,59.77,0.0,0.0,0.0
12.03,15.0,59.77,0.0,0.0,0.0
12.23,17.0,65.77,0.0,0.0,0.0
12.44,17.0,65.77,0.0,0.0,0.0
12.65,20.0,60.77,0.0,0.0,0.0
12.86,6.0,66.77,0.0,0.0,0.0
13.06,13.0,61.77,0.0,0.0,0.0
13.27,11.0,59.77,0.0,0.0,0.0
13.47,10.0,66.77,0.0,0.0,0.0
13.69,11.0,64.77,0.0,0.0,0.0
13.89,8.0,67.77,0.0,0.0,0.0
14.09,13.0,61.77,0.0,0.0,0.0
14.29,11.0,62.77,0.0,0.0,0.0
14.5,20.0,58.77,0.0,0.0,0.0
14.71,9.0,65.77,0.0,0.0,0.0
14.93,20.0,68.77,0.0,0.0,0.0
15.15,16.0,60.77,0.0,0.0,0.0
15.36,16.0,64.77,0.0,0.0,0.0
15.57,6.0,66.77,0.0,0.0,0.0
15.77,5.0,63.77,0.0,0.0,0.0
15.97,19.0,59.77,0.0,0.0,0.0
16.17,7.0,59.77,0.0,0.0,0.0
16.38,15.0,67.77,0.0,0.0,0.0
16.59,14.0,58.77,0.0,0.0,0.0
16.8,9.0,68.77,0.0,0.0,0.0
17.01,6.0,67.77,0.0,0.0,0.0
17.22,17.0,67.77,0.0,0.0,0.0
17.43,20.0,65.77,0.0,0.0,0.0
17.63,8.0,58.77,0.0,0.0,0.0
17.85,9.0,67.77,0.0,0.0,0.0
18.05,19.0,60.77,0.0,0.0,0.0
18.25,10.0,64.77,0.0,0.0,0.0
18.46,12.0,66.77,0.0,0.0,0.0
18.66,11.0,60.77,0.0,0.0,0.0
18.88,10.0,59.77,0.0,0.0,0.0
19.08,21.0,60.77,0.0,0.0,0.0
19.3,14.0,67.77,0.0,0.0,0.0
19.5,21.0,61.77,0.0,0.0,0.0
19.71,15.0,62.77,0.0,0.0,0.0
19.91,16.0,67.77,0.0,0.0,0.0
20.13,6.0,68.77,0.0,0.0,0.0
20.34,6.0,58.77,0.0,0.0,0.0
20.55,9.0,61.77,0.0,0.0,0.0
20.75,15.0,62.77,0.0,0.0,0.0
20.95,19.0,64.77,0.0,0.0,0.0
21.15,15.0,60.77,0.0,0.0,0.0
21.37,12.0,62.77,0.0,0.0,0.0
21.59,14.0,60.77,0.0,0.0,0.0
21.8,9.0,65.77,0.0,0.0,0.0
22.02,13.0,59.77,0.0,0.0,0.0
22.24,15.0,68.77,0.0,0.0,0.0
22.44,14.0,64.77,0.0,0.0,0.0
22.66,9.0,66.77,0.0,0.0,0.0
22.88,19.0,58.77,0.0,0.0,0.0
23.08,9.0,66.77,0.0,0.0,0.0
23.28,20.0,60.77,0.0,0.0,0.0
23.49,12.0,61.77,0.0,0.0,0.0
23.7,16.0,63.77,0.0,0.0,0.0
23.91,18.0,59.77,0.0,0.0,0.0
24.12,16.0,65.77,0.0,0.0,0.0
24.32,19.0,59.77,0.0,0.0,0.0
24.53,11.0,65.77,0.0,0.0,0.0
24.74,16.0,62.77,0.0,0.0,0.0
24.95,19.0,65.77,0.0,0.0,0.0
25.15,21.0,59.77,0.0,0.0,0.0
25.37,14.0,67.77,0.0,0.0,0.0
25.59,6.0,68.77,0.0,0.0,0.0
25.8,13.0,67.77,0.0,0.0,0.0
26.02,18.0,59.77,0.0,0.0,0.0
26.24,19.0,63.77,0.0,0.0,0.0
26.45,13.0,58.77,0.0,0.0,0.0
26.65,17.0,59.77,0.0,0.0,0.0
26.87,8.0,58.77,0.0,0.0,0.0
27.08,9.0,58.77,0.0,0.0,0.0
27.28,10.0,64.77,0.0,0.0,0.0
27.49,9.0,59.77,0.0,0.0,0.0
27.69,20.0,68.77,0.0,0.0,0.0
27.9,11.0,59.77,0.0,0.0,0.0
28.11,9.0,66.77,0.0,0.0,0.0
28.32,11.0,59.77,0.0,0.0,0.0
28.52,6.0,65.77,0.0,0.0,0.0
28.73,10.0,66.77,0.0,0.0,0.0
28.94,16.0,64.77,0.0,0.0,0.0
29.15,18.0,60.77,0.0,0.0,0.0
29.35,15.0,62.77,0.0,0.0,0.0
29.57,5.0,63.77,0.0,0.0,0.0
29.78,6.0,63.77,0.0,0.0,0.0
29.98,19.0,67.77,0.0,0.0,0.0
30.2,12.0,64.77,0.0,0.0,0.0
30.4,18.0,59.77,0.0,0.0,0.0
30.6,5.0,59.77,0.0,0.0,0.0
30.81,10.0,60.77,0.0,0.0,0.0
31.02,8.0,62.77,0.0,0.0,0.0
31.22,21.0,59.77,0.0,0.0,0.0
31.43,6.0,67.77,0.0,0.0,0.0
31.64,9.0,66.77,0.0,0.0,0.0
31.84,9.0,64.77,0.0,0.0,0.0
32.04,18.0,58.77,0.0,0.0,0.0
32.25,16.0,66.77,0.0,0.0,0.0
32.45,17.0,66.77,0.0,0.0,0.0
32.65,21.0,64.77,0.0,0.0,0.0
32.86,5.0,65.77,0.0,0.0,0.0
33.06,5.0,60.77,0.0,0.0,0.0
33.26,10.0,66.77,0.0,0.0,0.0
33.47,18.0,62.77,0.0,0.0,0.0
33.68,8.0,60.77,0.0,0.0,0.0
33.89,9.0,67.77,0.0,0.0,0.0
34.09,10.0,64.77,0.0,0.0,0.0
34.3,5.0,62.77,0.0,0.0,0.0
34.51,7.0,65.77,0.0,0.0,0.0
34.71,12.0,58.77,0.0,0.0,0.0
34.92,16.0,59.77,0.0,0.0,0.0
35.13,21.0,58.77,0.0,0.0,0.0
35.34,14.0,61.77,0.0,0.0,0.0
35.55,15.0,65.77,0.0,0.0,0.0
35.75,19.0,59.77,0.0,0.0,0.0
35.96,18.0,61.77,0.0,0.0,0.0
36.17,6.0,68.77,0.0,0.0,0.0
36.38,19.0,59.77,0.0,0.0,0.0
36.59,15.0,67.77,0.0,0.0,0.0
36.81,20.0,60.77,0.0,0.0,0.0
37.01,14.0,68.77,0.0,0.0,0.0
37.22,7.0,65.77,0.0,0.0,0.0
37.43,12.0,64.77,0.0,0.0,0.0
37.64,5.0,58.77,0.0,0.0,0.0
37.85,14.0,62.77,0.0,0.0,0.0
38.05,8.0,60.77,0.0,0.0,0.0
38.25,14.0,59.77,0.0,0.0,0.0
38.46,15.0,66.77,0.0,0.0,0.0
38.67,10.0,66.77,0.0,0.0,0.0
38.87,16.0,68.77,0.0,0.0,0.0
39.08,17.0,60.77,0.0,0.0,0.0
39.29,18.0,58.77,0.0,0.0,0.0
39.49,17.0,64.77,0.0,0.0,0.0
39.7,6.0,64.77,0.0,0.0,0.0
39.9,8.0,61.77,0.0,0.0,0.0
40.11,5.0,65.77,0.0,0.0,0.0
40.31,10.0,61.77,0.0,0.0,0.0
40.53,20.0,62.77,0.0,0.0,0.0
40.73,14.0,67.77,0.0,0.0,0.0
40.93,8.0,63.77,0.0,0.0,0.0
41.14,8.0,58.77,0.0,0.0,0.0
41.34,20.0,66.77,0.0,0.0,0.0
41.54,21.0,68.77,0.0,0.0,0.0
41.75,21.0,60.77,0.0,0.0,0.0
41.96,8.0,63.77,0.0,0.0,0.0
42.16,20.0,59.77,0.0,0.0,0.0
42.36,12.0,67.77,0.0,0.0,0.0
42.56,19.0,67.77,0.0,0.0,0.0
42.76,15.0,62.77,0.0,0.0,0.0
42.97,10.0,67.77,0.0,0.0,0.0
43.17,10.0,61.77,0.0,0.0,0.0
43.38,17.0,65.77,0.0,0.0,0.0
43.59,14.0,62.77,0.0,0.0,0.0
43.8,19.0,62.77,0.0,0.0,0.0
44.01,6.0,61.77,0.0,0.0,0.0
44.22,14.0,66.77,0.0,0.0,0.0
44.42,12.0,64.77,0.0,0.0,0.0
44.62,11.0,65.77,0.0,0.0,0.0
44.84,9.0,61.77,0.0,0.0,0.0
45.04,19.0,58.77,0.0,0.0,0.0
45.24,5.0,64.77,0.0,0.0,0.0
45.45,7.0,59.77,0.0,0.0,0.0
45.66,8.0,63.77,0.0,0.0,0.0
45.87,21.0,64.77,0.0,0.0,0.0
46.07,14.0,67.77,0.0,0.0,0.0
46.27,19.0,68.77,0.0,0.0,0.0
46.48,14.0,60.77,0.0,0.0,0.0
46.69,17.0,61.77,0.0,0.0,0.0
46.89,20.0,68.77,0.0,0.0,0.0
47.1,11.0,59.77,0.0,0.0,0.0
47.3,21.0,67.77,0.0,0.0,0.0
47.5,11.0,60.77,0.0,0.0,0.0
47.7,17.0,62.77,0.0,0.0,0.0
47.91,21.0,68.77,0.0,0.0,0.0
48.12,18.0,67.77,0.0,0.0,0.0
48.32,18.0,62.77,0.0,0.0,0.0
48.52,20.0,62.77,0.0,0.0,0.0
48.72,12.0,60.77,0.0,0.0,0.0
48.92,11.0,62.77,0.0,0.0,0.0
49.13,20.0,59.77,0.0,0.0,0.0
49.33,18.0,58.77,0.0,0.0,0.0
49.53,14.0,67.77,0.0,0.0,0.0
49.74,6.0,63.77,0.0,0.0,0.0
49.94,9.0,64.77,0.0,0.0,0.0
50.16,18.0,63.77,0.0,0.0,0.0
50.36,19.0,66.77,0.0,0.0,0.0
50.56,21.0,59.77,0.0,0.0,0.0
50.77,5.0,66.77,0.0,0.0,0.0
50.97,6.0,68.77,0.0,0.0,0.0
51.19,8.0,64.77,0.0,0.0,0.0
51.4,18.0,58.77,0.0,0.0,0.0
51.61,7.0,58.77,0.0,0.0,0.0
51.81,18.0,65.77,0.0,0.0,0.0
52.02,5.0,66.77,0.0,0.0,0.0
52.23,14.0,60.77,0.0,0.0,0.0
52.44,5.0,67.77,0.0,0.0,0.0
52.64,16.0,58.77,0.0,0.0,0.0
52.84,21.0,61.77,0.0,0.0,0.0
53.05,21.0,68.77,0.0,0.0,0.0
53.26,14.0,66.77,0.0,0.0,0.0
53.47,21.0,61.77,0.0,0.0,0.0
53.68,15.0,58.77,0.0,0.0,0.0
53.89,17.0,61.77,0.0,0.0,0.0
54.09,11.0,62.77,0.0,0.0,0.0
54.3,19.0,63.77,0.0,0.0,0.0
54.51,8.0,60.77,0.0,0.0,0.0
54.71,12.0,62.77,0.0,0.0,0.0
54.92,19.0,61.77,0.0,0.0,0.0
55.12,7.0,65.77,0.0,0.0,0.0
55.33,16.0,68.77,0.0,0.0,0.0
55.54,14.0,65.77,0.0,0.0,0.0
55.75,19.0,63.77,0.0,0.0,0.0
55.95,6.0,61.77,0.0,0.0,0.0
56.15,19.0,68.77,0.0,0.0,0.0
56.36,14.0,60.77,0.0,0.0,0.0
56.57,12.0,59.77,0.0,0.0,0.0
56.78,9.0,65.77,0.0,0.0,0.0
56.98,14.0,68.77,0.0,0.0,0.0
57.19,12.0,67.77,0.0,0.0,0.0
57.39,11.0,59.77,0.0,0.0,0.0
57.59,19.0,60.77,0.0,0.0,0.0
57.8,6.0,66.77,0.0,0.0,0.0
58.01,13.0,58.77,0.0,0.0,0.0
58.22,10.0,63.77,0.0,0.0,0.0
58.43,6.0,60.77,0.0,0.0,0.0
58.65,5.0,64.77,0.0,0.0,0.0
58.85,9.0,68.77,0.0,0.0,0.0
59.06,17.0,58.77,0.0,0.0,0.0
59.27,17.0,59.77,0.0,0.0,0.0
59.49,13.0,63.77,0.0,0.0,0.0
59.7,19.0,62.77,0.0,0.0,0.0
59.91,21.0,68.77,0.0,0.0,0.0
60.12,7.0,66.77,0.0,0.0,0.0
60.34,11.0,62.77,0.0,0.0,0.0
60.54,15.0,67.77,0.0,0.0,0.0
60.75,8.0,68.77,0.0,0.0,0.0
60.97,7.0,66.77,0.0,0.0,0.0
61.18,6.0,64.77,0.0,0.0,0.0
61.39,10.0,58.77,0.0,0.0,0.0
61.6,12.0,67.77,0.0,0.0,0.0
61.8,17.0,63.77,0.0,0.0,0.0
62.01,12.0,59.77,0.0,0.0,0.0
62.22,8.0,65.77,0.0,0.0,0.0
62.42,17.0,66.77,0.0,0.0,0.0
62.64,10.0,65.77,0.0,0.0,0.0
62.84,17.0,65.77,0.0,0.0,0.0
63.05,12.0,59.77,0.0,0.0,0.0
63.26,9.0,65.77,0.0,0.0,0.0
63.46,21.0,60.77,0.0,0.0,0.0
63.67,19.0,63.77,0.0,0.0,0.0
63.87,9.0,65.77,0.0,0.0,0.0
64.09,9.0,68.77,0.0,0.0,0.0
64.3,13.0,66.77,0.0,0.0,0.0
64.51,7.0,65.77,0.0,0.0,0.0
64.72,16.0,59.77,0.0,0.0,0.0
64.93,18.0,66.77,0.0,0.0,0.0
65.13,14.0,63.77,0.0,0.0,0.0
65.34,10.0,68.77,0.0,0.0,0.0
65.56,5.0,59.77,0.0,0.0,0.0
65.76,15.0,62.77,0.0,0.0,0.0
65.97,21.0,66.77,0.0,0.0,0.0
66.18,5.0,61.77,0.0,0.0,0.0
66.4,11.0,59.77,0.0,0.0,0.0
66.6,18.0,58.77,0.0,0.0,0.0
66.81,9.0,65.77,0.0,0.0,0.0
67.02,6.0,60.77,0.0,0.0,0.0
67.23,10.0,61.77,0.0,0.0,0.0
67.44,13.0,61.77,0.0,0.0,0.0
67.65,18.0,66.77,0.0,0.0,0.0
67.85,13.0,61.77,0.0,0.0,0.0
68.06,20.0,67.77,0.0,0.0,0.0
68.26,14.0,64.77,0.0,0.0,0.0
68.47,18.0,62.77,0.0,0.0,0.0
68.67,15.0,66.77,0.0,0.0,0.0
68.88,11.0,64.77,0.0,0.0,0.0
69.09,9.0,62.77,0.0,0.0,0.0
69.29,9.0,64.77,0.0,0.0,0.0
69.5,11.0,58.77,0.0,0.0,0.0
69.71,19.0,67.77,0.0,0.0,0.0
69.91,20.0,67.77,0.0,0.0,0.0
70.12,8.0,64.77,0.0,0.0,0.0
70.32,11.0,64.77,0.0,0.0,0.0
70.54,14.0,62.77,0.0,0.0,0.0
70.75,12.0,66.77,0.0,0.0,0.0
70.97,6.0,66.77,0.0,0.0,0.0
71.17,5.0,60.77,0.0,0.0,0.0
71.39,11.0,64.77,0.0,0.0,0.0
71.6,17.0,65.77,0.0,0.0,0.0
71.81,6.0,67.77,0.0,0.0,0.0
72.01,8.0,59.77,0.0,0.0,0.0
72.22,7.0,62.77,0.0,0.0,0.0
72.44,13.0,67.77,0.0,0.0,0.0
72.65,18.0,61.77,0.0,0.0,0.0
72.85,15.0,65.77,0.0,0.0,0.0
73.07,16.0,61.77,0.0,0.0,0.0
73.29,10.0,65.77,0.0,0.0,0.0
73.49,10.0,59.77,0.0,0.0,0.0
73.71,6.0,61.77,0.0,0.0,0.0
73.91,20.0,64.77,0.0,0.0,0.0
74.12,12.0,62.77,0.0,0.0,0.0
74.33,8.0,61.77,0.0,0.0,0.0
74.54,7.0,58.77,0.0,0.0,0.0
74.75,16.0,66.77,0.0,0.0,0.0
74.96,19.0,64.77,0.0,0.0,0.0
75.16,17.0,68.77,0.0,0.0,0.0
75.37,16.0,61.77,0.0,0.0,0.0
75.58,16.0,66.77,0.0,0.0,0.0
75.78,13.0,63.77,0.0,0.0,0.0
76.0,19.0,68.77,0.0,0.0,0.0
76.21,19.0,68.77,0.0,0.0,0.0
76.42,20.0,66.77,0.0,0.0,0.0
76.62,15.0,60.77,0.0,0.0,0.0
76.83,12.0,68.77,0.0,0.0,0.0
77.04,5.0,60.77,0.0,0.0,0.0
77.25,11.0,65.77,0.0,0.0,0.0
77.46,16.0,64.77,0.0,0.0,0.0
77.66,14.0,68.77,0.0,0.0,0.0
77.87,20.0,64.77,0.0,0.0,0.0
78.08,18.0,58.77,0.0,0.0,0.0
78.29,20.0,62.77,0.0,0.0,0.0
78.49,15.0,62.77,0.0,0.0,0.0
78.7,20.0,60.77,0.0,0.0,0.0
78.91,7.0,63.77,0.0,0.0,0.0
79.12,7.0,58.77,0.0,0.0,0.0
79.32,9.0,59.77,0.0,0.0,0.0
79.53,19.0,63.77,0.0,0.0,0.0
79.73,19.0,67.77,0.0,0.0,0.0
79.94,12.0,67.77,0.0,0.0,0.0
80.15,9.0,59.77,0.0,0.0,0.0
80.36,21.0,59.77,0.0,0.0,0.0
80.57,6.0,64.77,0.0,0.0,0.0
80.78,12.0,63.77,0.0,0.0,0.0
80.99,15.0,64.77,0.0,0.0,0.0
81.19,21.0,62.77,0.0,0.0,0.0
81.4,11.0,67.77,0.0,0.0,0.0
81.61,17.0,66.77,0.0,0.0,0.0
81.81,18.0,58.77,0.0,0.0,0.0
82.02,9.0,67.77,0.0,0.0,0.0
82.24,9.0,68.77,0.0,0.0,0.0
82.44,13.0,63.77,0.0,0.0,0.0
82.65,11.0,59.77,0.0,0.0,0.0
82.86,10.0,62.77,0.0,0.0,0.0
83.07,18.0,59.77,0.0,0.0,0.0
83.28,9.0,64.77,0.0,0.0,0.0
83.49,15.0,64.77,0.0,0.0,0.0
83.69,12.0,64.77,0.0,0.0,0.0
83.91,14.0,67.77,0.0,0.0,0.0
84.11,15.0,68.77,0.0,0.0,0.0
84.32,6.0,68.77,0.0,0.0,0.0
84.53,21.0,59.77,0.0,0.0,0.0
84.75,20.0,67.77,0.0,0.0,0.0
84.96,7.0,61.77,0.0,0.0,0.0
85.17,20.0,67.77,0.0,0.0,0.0
85.38,19.0,66.77,0.0,0.0,0.0
85.59,14.0,65.77,0.0,0.0,0.0
85.79,20.0,59.77,0.0,0.0,0.0
86.0,18.0,59.77,0.0,0.0,0.0
86.21,20.0,61.77,0.0,0.0,0.0
86.41,10.0,65.77,0.0,0.0,0.0
86.61,18.0,61.77,0.0,0.0,0.0
86.82,5.0,65.77,0.0,0.0,0.0
87.02,11.0,59.77,0.0,0.0,0.0
87.23,5.0,68.77,0.0,0.0,0.0
87.43,19.0,62.77,0.0,0.0,0.0
87.63,20.0,61.77,0.0,0.0,0.0
87.84,15.0,63.77,0.0,0.0,0.0
88.04,5.0,66.77,0.0,0.0,0.0
88.25,10.0,67.77,0.0,0.0,0.0
88.45,8.0,60.77,0.0,0.0,0.0
88.66,17.0,66.77,0.0,0.0,0.0
88.86,21.0,66.77,0.0,0.0,0.0
89.06,12.0,60.77,0.0,0.0,0.0
89.27,5.0,68.77,0.0,0.0,0.0
89.47,13.0,59.77,0.0,0.0,0.0
89.68,10.0,62.77,0.0,0.0,0.0
89.88,6.0,64.77,0.0,0.0,0.0
90.09,18.0,61.77,0.0,0.0,0.0
90.29,9.0,65.77,0.0,0.0,0.0
90.5,6.0,67.77,0.0,0.0,0.0
90.7,8.0,64.77,0.0,0.0,0.0
90.91,6.0,62.77,0.0,0.0,0.0
91.11,13.0,63.77,0.0,0.0,0.0
91.32,18.0,65.77,0.0,0.0,0.0
91.52,20.0,64.77,0.0,0.0,0.0
91.73,14.0,65.77,0.0,0.0,0.0
91.93,7.0,66.77,0.0,0.0,0.0
92.14,14.0,65.77,0.0,0.0,0.0
92.34,14.0,64.77,0.0,0.0,0.0
344.8,9.0,65.77,0.0,0.0,0.0
345.01,6.0,66.77,0.0,0.0,0.0
345.23,11.0,63.77,0.0,0.0,0.0
345.45,13.0,63.77,0.0,0.0,0.0
345.65,12.0,60.77,0.0,0.0,0.0
345.85,11.0,62.77,0.0,0.0,0.0
346.06,18.0,62.77,0.0,0.0,0.0
346.27,18.0,64.77,0.0,0.0,0.0
346.49,11.0,61.77,0.0,0.0,0.0
346.69,20.0,59.77,0.0,0.0,0.0
346.9,9.0,63.77,0.0,0.0,0.0
347.1,20.0,60.77,0.0,0.0,0.0
347.31,10.0,63.77,0.0,0.0,0.0
347.52,5.0,67.77,0.0,0.0,0.0
347.72,18.0,59.77,0.0,0.0,0.0
347.93,13.0,59.77,0.0,0.0,0.0
348.13,10.0,60.77,0.0,0.0,0.0
348.34,6.0,68.77,0.0,0.0,0.0
348.54,10.0,66.77,0.0,0.0,0.0
348.75,16.0,66.77,0.0,0.0,0.0
348.95,16.0,65.77,0.0,0.0,0.0
349.16,21.0,65.77,0.0,0.0,0.0
349.37,21.0,65.77,0.0,0.0,0.0
349.57,19.0,64.77,0.0,0.0,0.0
349.78,10.0,66.77,0.0,0.0,0.0
349.98,9.0,67.77,0.0,0.0,0.0
350.18,17.0,66.77,0.0,0.0,0.0
350.38,21.0,61.77,0.0,0.0,0.0
350.59,10.0,58.77,0.0,0.0,0.0
350.8,16.0,62.77,0.0,0.0,0.0
351.0,19.0,65.77,0.0,0.0,0.0
351.21,15.0,64.77,0.0,0.0,0.0
351.42,7.0,65.77,0.0,0.0,0.0
351.63,7.0,63.77,0.0,0.0,0.0
351.83,16.0,58.77,0.0,0.0,0.0
352.03,9.0,59.77,0.0,0.0,0.0
352.24,18.0,62.77,0.0,0.0,0.0
352.44,15.0,66.77,0.0,0.0,0.0
352.64,8.0,66.77,0.0,0.0,0.0
352.84,21.0,58.77,0.0,0.0,0.0
353.05,6.0,68.77,0.0,0.0,0.0
353.26,14.0,59.77,0.0,0.0,0.0
353.47,17.0,63.77,0.0,0.0,0.0
353.68,13.0,62.77,0.0,0.0,0.0
353.89,6.0,64.77,0.0,0.0,0.0
354.1,14.0,67.77,0.0,0.0,0.0
354.3,10.0,58.77,0.0,0.0,0.0
354.51,16.0,61.77,0.0,0.0,0.0
354.72,10.0,62.77,0.0,0.0,0.0
354.93,21.0,62.77,0.0,0.0,0.0
355.13,18.0,64.77,0.0,0.0,0.0
355.34,17.0,63.77,0.0,0.0,0.0
355.55,19.0,58.77,0.0,0.0,0.0
355.76,14.0,68.77,0.0,0.0,0.0
355.96,19.0,65.77,0.0,0.0,0.0
356.17,21.0,60.77,0.0,0.0,0.0
356.37,20.0,68.77,0.0,0.0,0.0
356.58,8.0,65.77,0.0,0.0,0.0
356.79,5.0,65.77,0.0,0.0,0.0
357.0,10.0,62.77,0.0,0.0,0.0
357.21,18.0,65.77,0.0,0.0,0.0
357.42,19.0,58.77,0.0,0.0,0.0
357.63,8.0,68.77,0.0,0.0,0.0
357.83,21.0,67.77,0.0,0.0,0.0
358.04,7.0,62.77,0.0,0.0,0.0
358.25,19.0,58.77,0.0,0.0,0.0
358.46,5.0,61.77,0.0,0.0,0.0
358.66,16.0,65.77,0.0,0.0,0.0
358.87,14.0,68.77,0.0,0.0,0.0
359.08,13.0,66.77,0.0,0.0,0.0
359.3,17.0,60.77,0.0,0.0,0.0
359.5,18.0,63.77,0.0,0.0,0.0
359.7,9.0,64.77,0.0,0.0,0.0
359.91,11.0,61.77,0.0,0.0,0.0
360.11,10.0,61.77,0.0,0.0,0.0
360.32,15.0,68.77,0.0,0.0,0.0
360.53,5.0,63.77,0.0,0.0,0.0
360.73,14.0,64.77,0.0,0.0,0.0
360.93,17.0,60.77,0.0,0.0,0.0
361.14,5.0,58.77,0.0,0.0,0.0
361.35,5.0,61.77,0.0,0.0,0.0
361.55,17.0,64.77,0.0,0.0,0.0
361.76,17.0,59.77,0.0,0.0,0.0
361.96,6.0,59.77,0.0,0.0,0.0
362.17,17.0,60.77,0.0,0.0,0.0
362.38,19.0,65.77,0.0,0.0,0.0
362.59,19.0,62.77,0.0,0.0,0.0
362.79,21.0,60.77,0.0,0.0,0.0
363.0,17.0,63.77,0.0,0.0,0.0
363.21,15.0,67.77,0.0,0.0,0.0
363.42,11.0,67.77,0.0,0.0,0.0
363.63,15.0,65.77,0.0,0.0,0.0
363.84,12.0,58.77,0.0,0.0,0.0
364.04,12.0,67.77,0.0,0.0,0.0
364.25,18.0,63.77,0.0,0.0,0.0
364.46,16.0,65.77,0.0,0.0,0.0
364.67,9.0,66.77,0.0,0.0,0.0
364.88,12.0,67.77,0.0,0.0,0.0
365.08,10.0,58.77,0.0,0.0,0.0
365.29,19.0,63.77,0.0,0.0,0.0
365.49,10.0,61.77,0.0,0.0,0.0
365.69,17.0,63.77,0.0,0.0,0.0
365.9,7.0,68.77,0.0,0.0,0.0
366.1,6.0,60.77,0.0,0.0,0.0
366.3,21.0,67.77,0.0,0.0,0.0
366.51,9.0,58.77,0.0,0.0,0.0
366.71,17.0,61.77,0.0,0.0,0.0
366.91,10.0,67.77,0.0,0.0,0.0
367.12,21.0,61.77,0.0,0.0,0.0
367.34,6.0,65.77,0.0,0.0,0.0
367.55,12.0,63.77,0.0,0.0,0.0
367.76,9.0,58.77,0.0,0.0,0.0
367.97,13.0,63.77,0.0,0.0,0.0
368.17,6.0,68.77,0.0,0.0,0.0
368.38,21.0,63.77,0.0,0.0,0.0
368.59,21.0,67.77,0.0,0.0,0.0
368.8,19.0,59.77,0.0,0.0,0.0
369.0,17.0,60.77,0.0,0.0,0.0
369.2,17.0,62.77,0.0,0.0,0.0
369.41,20.0,59.77,0.0,0.0,0.0
369.62,10.0,60.77,0.0,0.0,0.0
369.83,18.0,60.77,0.0,0.0,0.0
370.04,15.0,64.77,0.0,0.0,0.0
370.26,8.0,65.77,0.0,0.0,0.0
370.47,19.0,61.77,0.0,0.0,0.0
370.68,5.0,68.77,0.0,0.0,0.0
370.89,13.0,63.77,0.0,0.0,0.0
371.1,12.0,63.77,0.0,0.0,0.0
371.31,19.0,59.77,0.0,0.0,0.0
371.52,18.0,63.77,0.0,0.0,0.0
371.73,9.0,65.77,0.0,0.0,0.0
371.94,16.0,58.77,0.0,0.0,0.0
372.14,7.0,64.77,0.0,0.0,0.0
372.34,10.0,63.77,0.0,0.0,0.0
372.56,14.0,63.77,0.0,0.0,0.0
372.76,16.0,63.77,0.0,0.0,0.0
372.96,20.0,64.77,0.0,0.0,0.0
373.17,13.0,58.77,0.0,0.0,0.0
373.38,17.0,60.77,0.0,0.0,0.0
373.59,11.0,66.77,0.0,0.0,0.0
373.8,11.0,64.77,0.0,0.0,0.0
374.01,11.0,65.77,0.0,0.0,0.0
374.22,19.0,68.77,0.0,0.0,0.0
374.43,9.0,64.77,0.0,0.0,0.0
374.64,6.0,66.77,0.0,0.0,0.0
374.85,5.0,64.77,0.0,0.0,0.0
375.05,13.0,68.77,0.0,0.0,0.0
375.26,8.0,64.77,0.0,0.0,0.0
375.46,13.0,62.77,0.0,0.0,0.0
375.67,10.0,61.77,0.0,0.0,0.0
375.87,7.0,61.77,0.0,0.0,0.0
376.07,21.0,61.77,0.0,0.0,0.0
376.28,9.0,60.77,0.0,0.0,0.0
376.49,10.0,59.77,0.0,0.0,0.0
376.69,5.0,62.77,0.0,0.0,0.0
376.9,15.0,64.77,0.0,0.0,0.0
377.11,13.0,60.77,0.0,0.0,0.0
377.32,8.0,63.77,0.0,0.0,0.0
377.53,5.0,58.77,0.0,0.0,0.0
377.73,17.0,67.77,0.0,0.0,0.0
377.94,16.0,65.77,0.0,0.0,0.0
378.14,14.0,58.77,0.0,0.0,0.0
